City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
162,Kruisfontein,-34.0033,24.7314,55.89,63,100,4.94,ZA,2022-09-23 20:34:13,overcast clouds
163,Smithers,54.7804,-127.1743,52.12,58,100,17.27,CA,2022-09-23 20:34:15,light rain
164,Karratha,-20.7377,116.8463,74.77,42,0,11.79,AU,2022-09-23 20:34:15,moderate rain
165,Yendi,9.4427,-0.0099,71.96,92,100,8.12,GH,2022-09-23 20:34:16,light rain
166,Pavlovka,52.6897,47.1405,62.47,52,100,5.61,RU,2022-09-23 20:34:16,light rain
167,Guangyuan,32.442,105.823,60.73,96,100,1.59,CN,2022-09-23 20:34:17,overcast clouds
168,Vila Franca Do Campo,37.7167,-25.4333,76.19,91,95,10.74,PT,2022-09-23 20:32:46,light rain
169,Anadyr,64.75,177.4833,37.9,86,20,15.66,RU,2022-09-23 20:34:18,few clouds
170,Mosquera,4.7059,-74.2302,64.49,63,75,10.36,CO,2022-09-23 20:34:18,thunderstorm
171,Thompson,55.7435,-97.8558,68.16,40,20,12.66,CA,2022-09-23 20:34:19,few clouds
172,Sirpur,19.4833,79.6,73.83,89,17,2.06,IN,2022-09-23 20:34:19,few clouds
173,Paracuru,-3.41,-39.0306,80.11,84,0,13.18,BR,2022-09-23 20:34:20,clear sky
174,Svetlyy,54.675,20.1347,52.97,83,100,4.7,RU,2022-09-23 20:34:20,overcast clouds
175,Macusani,-14.0833,-70.4333,41.95,78,93,8.61,PE,2022-09-23 20:34:21,overcast clouds
176,Sassandra,4.95,-6.0833,74.28,95,98,4.41,CI,2022-09-23 20:34:21,overcast clouds
177,Isangel,-19.55,169.2667,78.3,78,16,5.97,VU,2022-09-23 20:34:22,few clouds
178,Komsomolskiy,40.4272,71.7189,68.72,42,0,9.22,UZ,2022-09-23 20:34:23,clear sky
179,Yerbogachen,61.2767,108.0108,32.95,99,100,7.16,RU,2022-09-23 20:34:24,snow
180,Sambava,-14.2667,50.1667,70.74,95,100,10.92,MG,2022-09-23 20:34:25,moderate rain
181,Cherskiy,68.75,161.3,34.9,76,21,7.16,RU,2022-09-23 20:34:25,few clouds
182,Santiago,-33.4569,-70.6483,69.55,41,75,10.36,CL,2022-09-23 20:31:31,broken clouds
183,Belaya Gora,68.5333,146.4167,32.43,92,100,3.22,RU,2022-09-23 20:35:26,overcast clouds
184,Kurumkan,54.3,110.3,40.28,87,45,5.97,RU,2022-09-23 20:35:26,scattered clouds
185,Careiro Da Varzea,-3.2003,-59.8119,92.03,41,59,2.39,BR,2022-09-23 20:35:27,broken clouds
186,Bubaque,11.2833,-15.8333,81.48,78,70,17.27,GW,2022-09-23 20:34:05,broken clouds
187,Antofagasta,-23.65,-70.4,60.08,73,4,5.08,CL,2022-09-23 20:33:23,clear sky
188,Vostok,46.4856,135.8833,51.78,98,79,4.47,RU,2022-09-23 20:35:27,broken clouds
189,Tasiilaq,65.6145,-37.6368,40.03,73,100,4.18,GL,2022-09-23 20:35:28,overcast clouds
190,Toktogul,41.8708,72.9402,66.47,37,0,1.61,KG,2022-09-23 20:35:28,clear sky
191,Kosikha,53.3617,84.5822,45.36,52,87,3.94,RU,2022-09-23 20:35:28,overcast clouds
192,Ponta Do Sol,32.6667,-17.1,74.03,82,16,3.56,PT,2022-09-23 20:35:29,few clouds
193,Chuy,-33.6971,-53.4616,53.56,62,2,9.08,UY,2022-09-23 20:35:29,clear sky
194,College,64.8569,-147.8028,44.29,81,75,3.44,US,2022-09-23 20:35:30,broken clouds
195,Dno,57.8277,29.9637,41.65,95,67,4.09,RU,2022-09-23 20:35:17,broken clouds
196,Darhan,49.4867,105.9228,48.29,79,100,16.42,MN,2022-09-23 20:35:31,light rain
197,Gosen,37.7333,139.1667,70.81,98,100,3.53,JP,2022-09-23 20:35:31,moderate rain
198,Brae,60.3964,-1.353,49.95,85,36,3.89,GB,2022-09-23 20:35:31,scattered clouds
199,Alice Springs,-23.7,133.8833,56.21,42,0,0.0,AU,2022-09-23 20:35:32,clear sky
200,Luderitz,-26.6481,15.1594,56.12,80,99,12.28,NA,2022-09-23 20:30:44,overcast clouds
201,Costa Rica,-23.4167,-54.65,60.48,58,57,6.06,BR,2022-09-23 20:35:32,broken clouds
202,Ostrovnoy,68.0531,39.5131,43.18,78,100,10.31,RU,2022-09-23 20:35:33,overcast clouds
203,Beringovskiy,63.05,179.3167,42.78,86,100,23.89,RU,2022-09-23 20:32:07,light rain
204,Husavik,66.0449,-17.3389,46.78,71,49,10.11,IS,2022-09-23 20:35:33,scattered clouds
205,Bethel,41.3712,-73.414,62.73,44,0,16.11,US,2022-09-23 20:35:34,clear sky
206,Walvis Bay,-22.9575,14.5053,56.35,82,0,2.3,NA,2022-09-23 20:35:35,clear sky
207,Oriximina,-1.7656,-55.8661,93.54,31,1,3.83,BR,2022-09-23 20:35:35,clear sky
208,Poum,-20.2333,164.0167,74.93,77,13,8.57,NC,2022-09-23 20:35:36,few clouds
209,Nadym,65.5333,72.5167,35.65,98,100,7.94,RU,2022-09-23 20:35:36,light rain
210,Karasjok,69.4719,25.5112,43.61,88,100,6.78,NO,2022-09-23 20:35:36,overcast clouds
211,Talcahuano,-36.7167,-73.1167,60.48,72,20,12.66,CL,2022-09-23 20:35:15,few clouds
212,Nuremberg,49.4478,11.0683,55.04,82,0,5.75,DE,2022-09-23 20:35:37,clear sky
213,Oranjemund,-28.55,16.4333,55.08,82,68,12.41,NA,2022-09-23 20:35:38,broken clouds
214,Lagoa,39.05,-27.9833,72.19,87,100,23.55,PT,2022-09-23 20:35:38,moderate rain
215,Upernavik,72.7868,-56.1549,29.41,68,64,17.05,GL,2022-09-23 20:35:39,broken clouds
216,Raga,8.4596,25.678,70.21,95,100,1.66,SS,2022-09-23 20:35:39,light rain
217,Chihuahua,28.5,-106.0,79.63,27,0,5.77,MX,2022-09-23 20:34:22,clear sky
218,Jinchang,38.4953,102.1739,55.71,37,99,3.58,CN,2022-09-23 20:31:30,overcast clouds
219,Pakxe,15.1167,105.7833,73.78,99,100,2.17,LA,2022-09-23 20:35:40,overcast clouds
220,Champerico,14.3,-91.9167,82.94,77,97,16.71,GT,2022-09-23 20:35:40,overcast clouds
221,Avarua,-21.2078,-159.775,78.85,53,40,12.66,CK,2022-09-23 20:35:41,scattered clouds
222,Longyearbyen,78.2186,15.6401,46.24,76,75,9.22,SJ,2022-09-23 20:35:41,broken clouds
223,Auburn,47.3073,-122.2284,70.41,60,75,6.91,US,2022-09-23 20:30:59,broken clouds
224,Iskilip,40.7353,34.4739,53.47,74,99,6.4,TR,2022-09-23 20:35:41,overcast clouds
225,Guerrero Negro,27.9769,-114.0611,81.84,52,6,13.78,MX,2022-09-23 20:36:42,clear sky
226,Lazaro Cardenas,17.9583,-102.2,83.82,74,12,7.02,MX,2022-09-23 20:36:42,few clouds
227,Margate,51.3813,1.3862,60.31,80,100,5.99,GB,2022-09-23 20:36:43,overcast clouds
228,San Cristobal,7.7669,-72.225,77.18,87,73,4.0,VE,2022-09-23 20:36:43,broken clouds
229,Aksarka,66.5606,67.7975,35.55,97,100,6.98,RU,2022-09-23 20:36:43,overcast clouds
230,Pacifica,37.6138,-122.4869,89.4,72,0,5.01,US,2022-09-23 20:33:30,clear sky
231,Yulara,-25.2406,130.9889,61.38,33,0,8.57,AU,2022-09-23 20:36:44,clear sky
232,Tambovka,50.0969,128.0489,43.7,98,67,7.9,RU,2022-09-23 20:36:44,broken clouds
233,Nikolskoye,59.7035,30.7861,44.78,96,45,3.53,RU,2022-09-23 20:36:45,scattered clouds
234,Erzin,36.9559,36.2,68.72,72,28,1.9,TR,2022-09-23 20:36:45,scattered clouds
235,Batagay,67.6333,134.6333,28.71,95,97,3.31,RU,2022-09-23 20:36:45,overcast clouds
236,Brownsville,25.9018,-97.4975,92.08,49,20,12.66,US,2022-09-23 20:36:00,few clouds
237,Bor,56.3567,44.0669,53.53,91,100,9.4,RU,2022-09-23 20:36:46,overcast clouds
238,Kiama,-34.6833,150.8667,60.39,93,80,3.0,AU,2022-09-23 20:36:47,light rain
239,Buraydah,26.326,43.975,86.45,18,0,11.07,SA,2022-09-23 20:36:47,clear sky
240,Te Anau,-45.4167,167.7167,48.85,82,52,0.34,NZ,2022-09-23 20:36:47,broken clouds
241,Davila,18.4726,120.5763,79.9,81,23,19.15,PH,2022-09-23 20:36:48,few clouds
242,Clyde River,70.4692,-68.5914,30.43,69,100,14.97,CA,2022-09-23 20:36:48,overcast clouds
243,Amahai,-3.3333,128.9167,76.1,86,50,3.42,ID,2022-09-23 20:36:49,scattered clouds
244,Analipsis,35.3167,25.5667,64.11,62,100,5.21,GR,2022-09-23 20:36:49,overcast clouds
245,Ilulissat,69.2167,-51.1,34.3,100,100,1.03,GL,2022-09-23 20:36:50,snow
246,New Norfolk,-42.7826,147.0587,44.71,82,100,3.0,AU,2022-09-23 20:36:50,light rain
247,Rio Gallegos,-51.6226,-69.2181,59.05,33,75,16.11,AR,2022-09-23 20:36:51,broken clouds
248,Nacala,-14.5428,40.6728,71.4,86,2,0.94,MZ,2022-09-23 20:36:51,clear sky
249,Comodoro Rivadavia,-45.8667,-67.5,58.86,29,0,12.66,AR,2022-09-23 20:36:51,clear sky
250,Lenger,42.183,69.8839,63.84,21,0,5.61,KZ,2022-09-23 20:36:52,clear sky
251,Heinola,61.2056,26.0381,46.0,89,15,3.71,FI,2022-09-23 20:36:52,few clouds
252,Kidal,18.4411,1.4078,95.67,24,95,11.81,ML,2022-09-23 20:36:52,overcast clouds
253,Fort Nelson,58.8053,-122.7002,60.39,29,40,3.44,CA,2022-09-23 20:36:53,scattered clouds
254,Saint-Philippe,-21.3585,55.7679,69.39,81,41,14.56,RE,2022-09-23 20:36:53,light rain
255,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.93,83,2,11.34,BR,2022-09-23 20:36:54,clear sky
256,Bandarbeyla,9.4942,50.8122,77.63,83,82,21.16,SO,2022-09-23 20:36:55,broken clouds
257,Sivas,39.7916,37.0019,48.83,93,75,9.22,TR,2022-09-23 20:36:56,broken clouds
258,Lakes Entrance,-37.8811,147.981,50.16,91,100,9.48,AU,2022-09-23 20:36:56,overcast clouds
259,Volosovo,59.4333,29.4833,41.05,95,10,4.5,RU,2022-09-23 20:36:57,clear sky
260,Fairbanks,64.8378,-147.7164,44.31,82,0,3.44,US,2022-09-23 20:32:47,clear sky
261,Maceio,-9.6658,-35.7353,80.04,78,0,12.66,BR,2022-09-23 20:34:58,clear sky
262,Touros,-5.1989,-35.4608,77.67,79,9,13.76,BR,2022-09-23 20:33:21,clear sky
263,Norman Wells,65.282,-126.8329,42.84,65,100,28.77,CA,2022-09-23 20:36:58,overcast clouds
264,Dmitriyevskaya,45.6564,40.7653,53.67,78,4,4.92,RU,2022-09-23 20:36:58,clear sky
265,Gazanjyk,39.2446,55.5154,82.33,13,0,10.65,TM,2022-09-23 20:36:59,clear sky
266,Linden,6.0,-58.3,85.71,64,99,5.41,GY,2022-09-23 20:36:59,overcast clouds
267,Kaitangata,-46.2817,169.8464,49.5,81,100,4.05,NZ,2022-09-23 20:37:00,overcast clouds
268,Ballina,-28.8667,153.5667,62.78,99,20,6.55,AU,2022-09-23 20:32:55,few clouds
269,Faya,18.3851,42.4509,71.71,34,97,5.1,SA,2022-09-23 20:37:01,overcast clouds
270,Vondrozo,-22.8167,47.2833,57.52,96,19,0.6,MG,2022-09-23 20:37:01,few clouds
271,Bahia Blanca,-38.7196,-62.2724,62.78,52,100,3.49,AR,2022-09-23 20:38:02,overcast clouds
272,Ugoofaaru,5.6667,73.0,82.35,72,9,9.75,MV,2022-09-23 20:38:02,clear sky
273,Tocopilla,-22.092,-70.1979,62.74,63,21,7.58,CL,2022-09-23 20:38:03,few clouds
274,Teodoro Sampaio,-22.5325,-52.1675,63.73,53,20,5.66,BR,2022-09-23 20:38:03,few clouds
275,Geraldton,-28.7667,114.6,50.41,93,100,6.91,AU,2022-09-23 20:38:04,overcast clouds
276,Gornozavodsk,58.3758,58.3211,49.23,95,100,4.32,RU,2022-09-23 20:38:04,overcast clouds
277,Lebu,-37.6167,-73.65,50.65,77,14,16.28,CL,2022-09-23 20:34:28,few clouds
278,Mehamn,71.0357,27.8492,49.91,81,0,10.36,NO,2022-09-23 20:38:05,clear sky
279,Campbell River,50.0163,-125.2446,60.6,82,100,10.36,CA,2022-09-23 20:38:06,overcast clouds
280,Kieta,-6.2167,155.6333,80.37,81,28,3.44,PG,2022-09-23 20:38:06,scattered clouds
281,Warri,5.5167,5.75,76.77,92,100,2.33,NG,2022-09-23 20:38:07,overcast clouds
282,Vanavara,60.34,102.2797,34.2,77,100,7.67,RU,2022-09-23 20:38:07,overcast clouds
283,Yar-Sale,66.8333,70.8333,35.4,98,100,9.13,RU,2022-09-23 20:38:08,overcast clouds
284,Nemuro,43.3236,145.575,66.67,95,100,24.56,JP,2022-09-23 20:38:08,light rain
285,Avera,33.194,-82.5271,79.56,21,0,6.78,US,2022-09-23 20:35:23,clear sky
286,Kortkeros,61.8106,51.5806,39.2,92,64,7.14,RU,2022-09-23 20:38:10,broken clouds
287,Udachnyy,66.4167,112.4,18.52,95,46,9.95,RU,2022-09-23 20:38:10,scattered clouds
288,Trat,12.5,102.5,79.88,96,100,2.13,TH,2022-09-23 20:35:19,overcast clouds
289,Sfantu Gheorghe,45.8667,25.7833,44.92,93,89,3.67,RO,2022-09-23 20:38:11,overcast clouds
290,Salalah,17.0151,54.0924,78.89,89,20,5.75,OM,2022-09-23 20:38:12,few clouds
291,Souillac,-20.5167,57.5167,68.38,94,75,12.66,MU,2022-09-23 20:38:12,light rain
292,Ergani,38.2653,39.7621,65.14,47,0,3.94,TR,2022-09-23 20:38:13,clear sky
293,Peto,20.1333,-88.9167,96.66,33,58,3.8,MX,2022-09-23 20:38:14,broken clouds
294,Lamar,33.6668,-95.5836,97.99,41,0,10.36,US,2022-09-23 20:38:15,clear sky
295,Mareeba,-17.0,145.4333,67.44,92,43,1.68,AU,2022-09-23 20:38:15,scattered clouds
296,Marsh Harbour,26.5412,-77.0636,84.11,65,0,8.72,BS,2022-09-23 20:38:16,clear sky
297,Waycross,31.2136,-82.354,82.65,48,0,8.05,US,2022-09-23 20:38:17,clear sky
298,Esperance,-33.8667,121.9,56.53,77,61,12.01,AU,2022-09-23 20:38:17,broken clouds
299,Volno-Nadezhdinskoye,43.3833,131.9917,53.08,76,40,13.42,RU,2022-09-23 20:38:18,scattered clouds
300,Umm Lajj,25.0213,37.2685,85.75,51,0,5.03,SA,2022-09-23 20:38:18,clear sky
301,Iquique,-20.2208,-70.1431,60.84,71,35,2.93,CL,2022-09-23 20:38:19,scattered clouds
302,Buala,-8.145,159.5921,82.62,77,95,8.01,SB,2022-09-23 20:38:20,overcast clouds
303,Camana,-16.6228,-72.7111,62.78,72,68,6.15,PE,2022-09-23 20:33:57,broken clouds
304,Santa Maria,-29.6842,-53.8069,63.7,36,40,5.75,BR,2022-09-23 20:38:21,scattered clouds
305,Tanout,14.9709,8.8879,92.16,17,100,9.55,NE,2022-09-23 20:38:22,overcast clouds
306,Aguimes,27.9054,-15.4461,72.66,73,20,23.02,ES,2022-09-23 20:34:12,few clouds
307,Along,28.1667,94.7667,72.28,99,100,1.66,IN,2022-09-23 20:38:23,moderate rain
308,Portland,45.5234,-122.6762,75.58,50,20,6.91,US,2022-09-23 20:34:15,few clouds
309,Yeppoon,-23.1333,150.7333,58.78,71,0,4.41,AU,2022-09-23 20:38:24,clear sky
310,Sitka,57.0531,-135.33,55.29,82,100,13.8,US,2022-09-23 20:38:24,moderate rain
311,Tonj,7.2737,28.6822,72.46,84,95,4.21,SS,2022-09-23 20:38:25,overcast clouds
312,Boguchany,58.3814,97.4531,37.71,98,100,6.44,RU,2022-09-23 20:38:26,light rain
313,Saint Anthony,45.0205,-93.218,56.64,81,100,14.97,US,2022-09-23 20:38:27,overcast clouds
314,Conceicao Do Araguaia,-8.2578,-49.2647,93.78,28,63,7.16,BR,2022-09-23 20:39:27,broken clouds
315,Ayan,56.45,138.1667,46.81,89,100,14.09,RU,2022-09-23 20:39:28,light rain
316,Plettenberg Bay,-34.0527,23.3716,57.56,66,100,6.98,ZA,2022-09-23 20:39:29,overcast clouds
317,Southbridge,42.0751,-72.0334,59.4,60,5,1.99,US,2022-09-23 20:35:36,clear sky
318,Bonavista,48.6499,-53.1147,61.34,87,100,19.84,CA,2022-09-23 20:39:29,overcast clouds
319,Ihiala,5.8538,6.8603,73.94,95,91,3.47,NG,2022-09-23 20:39:30,overcast clouds
320,Bonga,7.2833,36.2333,59.52,99,99,1.61,ET,2022-09-23 20:39:30,overcast clouds
321,Ylivieska,64.0833,24.55,45.32,81,48,6.76,FI,2022-09-23 20:39:31,scattered clouds
322,Sembe,1.6481,14.5806,69.94,99,100,1.79,CG,2022-09-23 20:39:32,overcast clouds
323,Gigmoto,13.7796,124.39,78.4,88,100,10.02,PH,2022-09-23 20:39:32,overcast clouds
324,Caravelas,-17.7125,-39.2481,76.53,84,15,14.05,BR,2022-09-23 20:39:33,few clouds
325,Port Blair,11.6667,92.75,77.04,94,75,0.0,IN,2022-09-23 20:39:33,mist
326,Lorengau,-2.0226,147.2712,80.71,80,92,6.13,PG,2022-09-23 20:39:34,overcast clouds
327,Bontang,0.1333,117.5,75.69,91,92,4.32,ID,2022-09-23 20:39:34,moderate rain
328,Waipawa,-41.4122,175.5153,51.21,98,100,9.08,NZ,2022-09-23 20:39:34,light rain
329,Talnakh,69.4865,88.3972,29.21,86,47,5.01,RU,2022-09-23 20:39:35,scattered clouds
330,East London,-33.0153,27.9116,63.0,80,100,10.94,ZA,2022-09-23 20:35:46,light rain
331,Gornopravdinsk,60.05,69.9,44.6,75,100,5.1,RU,2022-09-23 20:39:35,overcast clouds
332,Bayan,46.0833,127.4,52.36,96,100,12.41,CN,2022-09-23 20:39:36,overcast clouds
333,Shitanjing,39.2342,106.3439,52.63,38,88,4.85,CN,2022-09-23 20:39:36,overcast clouds
334,Baruun-Urt,46.6806,113.2792,45.18,32,61,8.66,MN,2022-09-23 20:39:37,broken clouds
335,Ixtapa,20.7,-105.2,89.22,79,75,10.36,MX,2022-09-23 20:39:37,broken clouds
336,Ribeirao Das Neves,-19.7669,-44.0867,83.79,37,0,11.5,BR,2022-09-23 20:39:38,clear sky
337,Barra Patuca,15.8,-84.2833,85.06,70,36,7.18,HN,2022-09-23 20:39:38,scattered clouds
338,Bull Savanna,17.8868,-77.5902,83.03,64,35,2.17,JM,2022-09-23 20:39:39,scattered clouds
339,Kyren,51.6828,102.1408,46.8,95,100,1.83,RU,2022-09-23 20:39:39,overcast clouds
340,Beloha,-25.1667,45.05,66.06,85,0,5.48,MG,2022-09-23 20:39:40,clear sky
341,Gamboula,4.1178,15.1393,65.79,99,90,3.11,CF,2022-09-23 20:39:40,overcast clouds
342,Alta Floresta,-9.8756,-56.0861,82.22,74,20,5.75,BR,2022-09-23 20:38:52,few clouds
343,Loralai,30.3705,68.598,72.73,32,0,6.13,PK,2022-09-23 20:39:41,clear sky
344,San Pedro,14.35,121.0167,77.36,94,40,2.3,PH,2022-09-23 20:39:41,scattered clouds
345,Boysun,38.2061,67.1986,64.96,29,0,5.1,UZ,2022-09-23 20:39:41,clear sky
346,Laiyang,36.9758,120.7136,52.02,56,3,3.76,CN,2022-09-23 20:39:42,clear sky
347,Asau,46.4333,26.4,45.52,94,97,2.73,RO,2022-09-23 20:39:43,overcast clouds
348,Vardo,70.3705,31.1107,48.18,87,75,16.11,NO,2022-09-23 20:39:43,broken clouds
349,Longkou,37.6508,120.3286,62.94,54,0,11.65,CN,2022-09-23 20:39:44,clear sky
350,Villablino,42.9393,-6.3194,58.82,94,65,4.05,ES,2022-09-23 20:35:01,broken clouds
351,Nuevo Progreso,23.1667,-97.95,86.9,62,12,5.01,MX,2022-09-23 20:39:44,few clouds
352,Manyana,-23.4,21.7167,68.2,13,0,9.82,BW,2022-09-23 20:39:45,clear sky
353,Opuwo,-18.0607,13.84,71.26,22,0,4.54,NA,2022-09-23 20:39:45,clear sky
354,Guiratinga,-16.3494,-53.7583,86.09,37,56,3.29,BR,2022-09-23 20:39:45,broken clouds
355,Rosetta,31.4044,30.4164,74.98,63,0,11.05,EG,2022-09-23 20:39:46,clear sky
356,Nizhniy Kuranakh,58.8353,125.4869,42.78,93,100,7.74,RU,2022-09-23 20:39:46,light rain
357,Arosa,46.7779,9.6762,41.52,81,100,4.07,CH,2022-09-23 20:39:46,overcast clouds
358,Kenai,60.5544,-151.2583,52.09,78,0,9.22,US,2022-09-23 20:39:47,clear sky
359,Iqaluit,63.7506,-68.5145,38.93,51,75,15.01,CA,2022-09-23 20:39:47,broken clouds
360,Okakarara,-20.5833,17.4333,66.0,17,0,5.7,NA,2022-09-23 20:40:48,clear sky
361,Gravdal,68.1214,13.5031,51.69,93,40,6.91,NO,2022-09-23 20:40:48,light rain
362,Ambanja,-13.6833,48.45,72.86,75,1,2.15,MG,2022-09-23 20:40:49,clear sky
363,Rantoul,40.3084,-88.1559,62.62,60,100,4.61,US,2022-09-23 20:40:49,overcast clouds
364,Toksovo,60.1532,30.5165,44.35,95,2,3.51,RU,2022-09-23 20:40:49,clear sky
365,Mayo,38.8876,-76.5119,69.78,39,0,14.97,US,2022-09-23 20:40:50,clear sky
366,Dikson,73.5069,80.5464,32.47,76,100,19.86,RU,2022-09-23 20:40:50,overcast clouds
367,Lokosovo,61.1333,74.8167,38.32,62,100,3.11,RU,2022-09-23 20:40:50,overcast clouds
368,Tautira,-17.7333,-149.15,76.66,76,63,19.28,PF,2022-09-23 20:40:51,light rain
369,Rodrigues Alves,-7.738,-72.6509,71.8,98,100,6.64,BR,2022-09-23 20:40:51,heavy intensity rain
370,Manyoni,-5.7467,34.8382,68.13,52,78,8.5,TZ,2022-09-23 20:40:52,broken clouds
371,Praia,14.9215,-23.5087,81.14,78,40,8.05,CV,2022-09-23 20:40:52,scattered clouds
372,Novyy Urengoy,66.0833,76.6333,36.52,93,100,7.43,RU,2022-09-23 20:40:52,overcast clouds
373,Puerto Baquerizo Moreno,-0.9,-89.6,70.79,83,75,16.11,EC,2022-09-23 20:40:53,broken clouds
374,Barranca,-10.75,-77.7667,63.93,74,20,10.83,PE,2022-09-23 20:40:53,few clouds
375,Salta,-24.7859,-65.4117,70.39,36,0,13.8,AR,2022-09-23 20:40:36,clear sky
376,Nyaunglebin,17.95,96.7333,75.06,95,98,2.84,MM,2022-09-23 20:40:53,overcast clouds
377,Sioux Lookout,50.1001,-91.917,60.87,59,100,9.22,CA,2022-09-23 20:40:54,overcast clouds
378,Zhuhai,22.2769,113.5678,82.18,83,40,12.66,CN,2022-09-23 20:40:55,scattered clouds
379,Nhulunbuy,-12.2333,136.7667,70.41,100,100,1.14,AU,2022-09-23 20:40:55,overcast clouds
380,Taoudenni,22.6783,-3.9836,102.04,15,86,6.78,ML,2022-09-23 20:37:47,overcast clouds
381,Bilibino,68.0546,166.4372,33.37,74,89,5.44,RU,2022-09-23 20:40:56,overcast clouds
382,Korem,12.5058,39.5228,55.8,71,91,4.56,ET,2022-09-23 20:40:56,overcast clouds
383,Den Helder,52.9599,4.7593,58.98,95,100,3.0,NL,2022-09-23 20:40:57,overcast clouds
384,Dzaoudzi,-12.7887,45.2699,75.09,78,0,4.61,YT,2022-09-23 20:40:57,clear sky
385,Northam,51.0333,-4.2167,59.4,79,51,11.81,GB,2022-09-23 20:40:57,broken clouds
386,Kununurra,-15.7667,128.7333,75.18,78,9,0.0,AU,2022-09-23 20:37:11,clear sky
387,Gambela,8.25,34.5833,71.67,94,99,3.27,ET,2022-09-23 20:40:58,light rain
388,Luan,46.3592,6.9759,54.37,79,100,3.06,CH,2022-09-23 20:40:58,overcast clouds
389,Havre-Saint-Pierre,50.2334,-63.5986,59.36,63,75,6.91,CA,2022-09-23 20:40:59,broken clouds
390,Gyor,47.6833,17.6351,48.04,81,0,2.3,HU,2022-09-23 20:40:59,clear sky
391,Pinega,64.7001,43.3936,42.17,85,94,4.05,RU,2022-09-23 20:41:00,overcast clouds
392,Mount Gambier,-37.8333,140.7667,48.49,57,80,7.27,AU,2022-09-23 20:41:00,broken clouds
393,Sukhobezvodnoye,57.0491,44.8891,49.55,94,100,9.15,RU,2022-09-23 20:41:00,overcast clouds
394,Aquiraz,-3.9014,-38.3911,82.49,83,0,10.16,BR,2022-09-23 20:41:01,clear sky
395,Tual,-5.6667,132.75,81.73,77,30,16.24,ID,2022-09-23 20:41:01,scattered clouds
396,Half Moon Bay,37.4636,-122.4286,91.54,62,0,6.91,US,2022-09-23 20:41:02,clear sky
397,Boke,10.9409,-14.2967,74.91,96,100,3.89,GN,2022-09-23 20:41:03,overcast clouds
398,Broken Hill,-31.95,141.4333,49.1,88,75,14.09,AU,2022-09-23 20:41:03,broken clouds
399,Acajutla,13.5928,-89.8275,82.0,78,45,8.28,SV,2022-09-23 20:41:04,scattered clouds
400,Derzhavinsk,51.1,66.3167,68.52,40,5,9.78,KZ,2022-09-23 20:41:04,clear sky
401,Ketchikan,55.3422,-131.6461,54.07,94,100,18.41,US,2022-09-23 20:41:05,moderate rain
402,Nanortalik,60.1432,-45.2371,49.03,96,100,15.23,GL,2022-09-23 20:41:05,light rain
403,George,-33.963,22.4617,54.95,67,100,11.5,ZA,2022-09-23 20:41:06,overcast clouds
404,Altamont,42.2068,-121.7372,72.9,45,0,1.01,US,2022-09-23 20:37:35,clear sky
405,Teguise,29.0605,-13.564,71.82,73,20,13.8,ES,2022-09-23 20:41:07,few clouds
406,Airai,-8.9266,125.4092,60.39,52,88,2.51,TL,2022-09-23 20:41:07,overcast clouds
407,Labrea,-7.2586,-64.7981,93.38,40,43,3.44,BR,2022-09-23 20:42:08,scattered clouds
408,Hambantota,6.1241,81.1185,79.61,77,100,16.55,LK,2022-09-23 20:39:54,overcast clouds
409,Ishigaki,24.3448,124.1572,77.13,94,100,5.75,JP,2022-09-23 20:42:08,overcast clouds
410,Luancheng,37.8792,114.6517,46.56,28,45,1.14,CN,2022-09-23 20:42:08,scattered clouds
411,Karacabey,40.2152,28.4038,59.38,78,0,2.08,TR,2022-09-23 20:42:09,clear sky
412,Dandong,40.1292,124.3947,46.36,88,0,2.26,CN,2022-09-23 20:42:09,clear sky
413,Kuznechnoye,61.12,29.8686,42.01,88,8,3.18,RU,2022-09-23 20:42:10,clear sky
414,Najran,17.4924,44.1277,79.45,18,13,4.63,SA,2022-09-23 20:42:10,few clouds
415,Oskarshamn,57.2645,16.4484,52.99,72,100,6.11,SE,2022-09-23 20:38:19,overcast clouds
416,Saint Albans,51.75,-0.3333,60.31,82,85,6.91,GB,2022-09-23 20:42:10,overcast clouds
417,Kokoda,-8.8785,147.7407,75.06,90,76,0.47,PG,2022-09-23 20:42:11,broken clouds
418,Shaoxing,30.011,120.5715,64.35,82,94,2.75,CN,2022-09-23 20:42:11,overcast clouds
419,Avanigadda,16.0215,80.9181,75.43,90,12,4.43,IN,2022-09-23 20:42:12,few clouds
420,Alofi,-19.0595,-169.9187,78.69,73,75,13.8,NU,2022-09-23 20:42:12,broken clouds
421,Pierre,44.3683,-100.351,71.85,43,100,17.27,US,2022-09-23 20:42:13,overcast clouds
422,Kemijarvi,66.7131,27.4306,40.44,91,62,4.7,FI,2022-09-23 20:42:13,broken clouds
423,Jeremie,18.65,-74.1167,84.99,71,70,5.86,HT,2022-09-23 20:42:14,broken clouds
424,Rantepao,-2.9701,119.8978,65.52,97,97,2.59,ID,2022-09-23 20:42:14,overcast clouds
425,Vanimo,-2.6741,141.3028,75.67,94,100,2.95,PG,2022-09-23 20:42:15,moderate rain
